county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,30.0,69473,673930,15.2,5.3,32.0,4.451500897719348,4.748267624233971
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,21.0,69473,673930,15.2,5.3,32.0,3.1160506284035434,4.748267624233971
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,38.0,69473,673930,15.2,5.3,32.0,5.638567803777841,4.748267624233971
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,19.0,69473,673930,15.2,5.3,32.0,2.8192839018889204,4.748267624233971
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,44.0,69473,673930,15.2,5.3,32.0,6.528867983321709,4.748267624233971
"Bernalillo County, NM",35001,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,39.0,69473,673930,15.2,5.3,32.0,5.786951167035152,4.748267624233971
"Santa Fe County, NM",35049,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,79071,156105,12.0,5.3,14.0,7.046539188366805,8.968322603375933
"Santa Fe County, NM",35049,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,79071,156105,12.0,5.3,14.0,7.687133660036514,8.968322603375933
"Santa Fe County, NM",35049,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,79071,156105,12.0,5.3,14.0,8.327728131706223,8.968322603375933
"Albany County, NY",36001,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,85333,317018,13.0,5.0,11.0,3.154395018579387,3.469834520437325
"Albany County, NY",36001,Male,M,2024.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,Decedent's home,4.0,12.0,85333,317018,13.0,5.0,11.0,3.7852740222952637,3.469834520437325
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,13.0,48676,1404779,27.8,11.4,58.0,0.9254124670143844,4.128763314371869
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,48676,1404779,27.8,11.4,58.0,0.7118557438572188,4.128763314371869
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,58.0,48676,1404779,27.8,11.4,58.0,4.128763314371869,4.128763314371869
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,12.0,48676,1404779,27.8,11.4,58.0,0.8542268926286626,4.128763314371869
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,14.0,48676,1404779,27.8,11.4,58.0,0.9965980414001064,4.128763314371869
"Bronx County, NY",36005,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,49.0,48676,1404779,27.8,11.4,58.0,3.488093144900372,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,23.0,48676,1404779,27.8,11.4,58.0,1.6372682108716032,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,56.0,48676,1404779,27.8,11.4,58.0,3.9863921656004258,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,185.0,48676,1404779,27.8,11.4,58.0,13.169331261358549,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,26.0,48676,1404779,27.8,11.4,58.0,1.8508249340287688,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,14.0,48676,1404779,27.8,11.4,58.0,0.9965980414001064,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,41.0,48676,1404779,27.8,11.4,58.0,2.9186085498145973,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,110.0,48676,1404779,27.8,11.4,58.0,7.830413182429408,4.128763314371869
"Bronx County, NY",36005,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,21.0,48676,1404779,27.8,11.4,58.0,1.4948970621001596,4.128763314371869
"Broome County, NY",36007,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,62616,197378,18.5,7.1,2.0,5.573062854016152,1.013284155275664
"Broome County, NY",36007,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,62616,197378,18.5,7.1,2.0,5.573062854016152,1.013284155275664
"Broome County, NY",36007,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,62616,197378,18.5,7.1,2.0,6.079704931653984,1.013284155275664
"Broome County, NY",36007,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,19.0,62616,197378,18.5,7.1,2.0,9.626199475118806,1.013284155275664
"Dutchess County, NY",36027,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,99478,298220,8.4,5.2,11.0,3.3532291596807724,3.68855207564885
"Dutchess County, NY",36027,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,99478,298220,8.4,5.2,11.0,4.023874991616927,3.68855207564885
"Dutchess County, NY",36027,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,99478,298220,8.4,5.2,11.0,4.023874991616927,3.68855207564885
"Erie County, NY",36029,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,25.0,72839,950622,13.9,4.9,46.0,2.6298570830466788,4.838937032805889
"Erie County, NY",36029,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,36.0,72839,950622,13.9,4.9,46.0,3.7869941995872174,4.838937032805889
"Erie County, NY",36029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,97.0,72839,950622,13.9,4.9,46.0,10.203845482221114,4.838937032805889
"Erie County, NY",36029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,16.0,72839,950622,13.9,4.9,46.0,1.6831085331498745,4.838937032805889
"Erie County, NY",36029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,55.0,72839,950622,13.9,4.9,46.0,5.785685582702694,4.838937032805889
"Erie County, NY",36029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,22.0,72839,950622,13.9,4.9,46.0,2.3142742330810773,4.838937032805889
"Kings County, NY",36047,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,42.0,80263,2631580,19.1,7.9,57.0,1.5959993616002552,2.1659991336003466
"Kings County, NY",36047,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,29.0,80263,2631580,19.1,7.9,57.0,1.1019995592001763,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,27.0,80263,2631580,19.1,7.9,57.0,1.0259995896001641,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,39.0,80263,2631580,19.1,7.9,57.0,1.4819994072002372,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,129.0,80263,2631580,19.1,7.9,57.0,4.901998039200785,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,30.0,80263,2631580,19.1,7.9,57.0,1.1399995440001824,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,37.0,80263,2631580,19.1,7.9,57.0,1.405999437600225,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,72.0,80263,2631580,19.1,7.9,57.0,2.7359989056004377,2.1659991336003466
"Kings County, NY",36047,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,80263,2631580,19.1,7.9,57.0,0.5319997872000851,2.1659991336003466
"Monroe County, NY",36055,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,21.0,76382,753753,13.6,4.9,16.0,2.786058562950993,2.1227112860578994
"Monroe County, NY",36055,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,21.0,76382,753753,13.6,4.9,16.0,2.786058562950993,2.1227112860578994
"Monroe County, NY",36055,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,14.0,76382,753753,13.6,4.9,16.0,1.8573723753006623,2.1227112860578994
"Monroe County, NY",36055,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,77.0,76382,753753,13.6,4.9,16.0,10.215548064153642,2.1227112860578994
"Monroe County, NY",36055,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,20.0,76382,753753,13.6,4.9,16.0,2.6533891075723743,2.1227112860578994
"Monroe County, NY",36055,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,63.0,76382,753753,13.6,4.9,16.0,8.35817568885298,2.1227112860578994
"Monroe County, NY",36055,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,76382,753753,13.6,4.9,16.0,1.459364009164806,2.1227112860578994
"Nassau County, NY",36059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,19.0,146202,1389591,5.4,4.8,32.0,1.3673087980564065,2.30283587041079
"Nassau County, NY",36059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,35.0,146202,1389591,5.4,4.8,32.0,2.5187267332618015,2.30283587041079
"Nassau County, NY",36059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,146202,1389591,5.4,4.8,32.0,1.0794543142550577,2.30283587041079
"Nassau County, NY",36059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,25.0,146202,1389591,5.4,4.8,32.0,1.7990905237584296,2.30283587041079
"New York County, NY",36061,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,38.0,103931,1629477,16.5,7.6,67.0,2.3320365982459403,4.111748739012579
"New York County, NY",36061,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,28.0,103931,1629477,16.5,7.6,67.0,1.718342756602272,4.111748739012579
"New York County, NY",36061,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,13.0,103931,1629477,16.5,7.6,67.0,0.797801994136769,4.111748739012579
"New York County, NY",36061,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,10.0,103931,1629477,16.5,7.6,67.0,0.6136938416436685,4.111748739012579
"New York County, NY",36061,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,22.0,103931,1629477,16.5,7.6,67.0,1.3501264516160707,4.111748739012579
